RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes,EstimateImpactClass,ConsumerHint
v3.1,DEP-002-10-E08,PKG-002,DEL-002-10,Structural Calculation Package,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,DELIVERABLE,PKG-002,DEL-002-05,,Mezzanine Framing Details,,Calculation outputs feed into Mezzanine Framing Details drawings,Datasheet.md,Construction,"DEL-002-05 Mezzanine Framing Details",EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT: Datasheet Construction section explicitly lists DEL-002-05.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-002-10-E09,PKG-002,DEL-002-10,Structural Calculation Package,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,DELIVERABLE,PKG-002,DEL-002-06,,Service Pit / Trench Structural Details,,Calculation outputs feed into Service Pit structural details drawings,Datasheet.md,Construction,"DEL-002-06 Service Pit / Trench Structural Details",EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT: Datasheet Construction section explicitly lists DEL-002-06.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-002-10-E10,PKG-002,DEL-002-10,Structural Calculation Package,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,DELIVERABLE,PKG-002,DEL-002-07,,Crane Support Structure Details,,Calculation outputs feed into Crane Support Structure Details drawings,Datasheet.md,Construction,"DEL-002-07 Crane Support Structure Details",EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT: Datasheet Construction section explicitly lists DEL-002-07.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-002-10-E11,PKG-002,DEL-002-10,Structural Calculation Package,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,DELIVERABLE,PKG-002,DEL-002-08,,Steel Plate Embedment Plan,,Calculation outputs feed into Steel Plate Embedment Plan drawings,Datasheet.md,Construction,"DEL-002-08 Steel Plate Embedment Plan",EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT: Datasheet Construction section explicitly lists DEL-002-08.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-002-10-E12,PKG-002,DEL-002-10,Structural Calculation Package,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,DELIVERABLE,PKG-002,DEL-002-09,,Stair Details,,Calculation outputs feed into Stair Details drawings,Datasheet.md,Construction,"DEL-002-09 Stair Details",EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT: Datasheet Construction section explicitly lists DEL-002-09.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-002-10-E13,PKG-002,DEL-002-10,Structural Calculation Package,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,DELIVERABLE,PKG-002,DEL-002-11,,Foundation Design Package (Variable-Price),,Foundation calculations are shared/split between DEL-002-10 and DEL-002-11,Specification.md,Documentation > Relationship to Other Deliverables,"Detailed foundation package; calculations are shared/split between DEL-002-10 and DEL-002-11",EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT: Specification explicitly states calculation sharing with DEL-002-11.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-002-10-E14,PKG-002,DEL-002-10,Structural Calculation Package,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,DELIVERABLE,PKG-002,DEL-002-12,,Structural Specification,,Structural Specification references calculation outputs (concrete strength and reinforcement grade),Specification.md,Documentation > Relationship to Other Deliverables,"Specification references calculation outputs (e.g. concrete strength, reinforcement grade)",EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT: Specification explicitly states this relationship.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-002-10-E15,PKG-002,DEL-002-10,Structural Calculation Package,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,PACKAGE,PKG-010,,,Foundation Construction,,Calculation package informs foundation construction package,Datasheet.md,Construction > Downstream Use,"PKG-010 -- Foundation Construction (DEL-010-01)",EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT: Datasheet Construction section explicitly lists PKG-010 as downstream consumer.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-002-10-E16,PKG-002,DEL-002-10,Structural Calculation Package,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,PACKAGE,PKG-011,,,Building Structure & Envelope,,Calculation package informs superstructure construction package,Datasheet.md,Construction > Downstream Use,"PKG-011 Building Structure & Envelope",EXPLICIT,,,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT: Datasheet Construction section explicitly lists PKG-011 as downstream consumer.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-002-10-E17,PKG-002,DEL-002-10,Structural Calculation Package,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,PACKAGE,PKG-003,,,Mechanical Design (loads and penetrations),,Structural calculations must coordinate with mechanical loads and ductwork penetrations,Specification.md,Requirements > REQ-012,"coordinated with... mechanical loads (PKG-003)",EXPLICIT,,,TBD,MEDIUM,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT: REQ-012 and Procedure Step 6a explicitly require coordination with PKG-003 for structural penetrations and loads.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-002-10-E18,PKG-002,DEL-002-10,Structural Calculation Package,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,PACKAGE,PKG-004,,,Electrical Design (equipment loads),,Structural calculations must coordinate with electrical equipment loads and cable tray routing,Specification.md,Requirements > REQ-012,"coordinated with... electrical equipment loads (PKG-004)",EXPLICIT,,,TBD,MEDIUM,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT: REQ-012 and Procedure Step 6b explicitly require coordination with PKG-004.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-002-10-E19,PKG-002,DEL-002-10,Structural Calculation Package,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,PACKAGE,PKG-006,,,Plumbing Design (penetrations),,Structural calculations must coordinate with plumbing system penetrations,Specification.md,Requirements > REQ-012,"coordinated with... plumbing system penetrations (PKG-006)",EXPLICIT,,,TBD,MEDIUM,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT: REQ-012 and Procedure Step 6c explicitly require coordination with PKG-006 for floor drains and pit locations.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-002-10-E20,PKG-002,DEL-002-10,Structural Calculation Package,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,PACKAGE,PKG-009,,,Permitting & Regulatory Compliance,,Stamped calculation package is a key supporting document for building permit application,Guidance.md,Considerations > Regulatory Submission and AHJ Review,"The Calculation Package is a key supporting document for the building permit application (PKG-009)",EXPLICIT,,,TBD,MEDIUM,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT: Guidance explicitly states calc package supports PKG-009 building permit.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-002-10-E21,PKG-002,DEL-002-10,Structural Calculation Package,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,PACKAGE,PKG-001,,,Architectural Design (layout coordination),,Structural calculations must coordinate with architectural floor plan for column bay spacing and crane clearances,Procedure.md,Steps > Step 6 -- Discipline Coordination Check,"Confirm crane runway clearances and column bay spacing align with final architectural layout (PKG-001)",EXPLICIT,,,TBD,MEDIUM,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT: Procedure Step 6d and Spec REQ-012 explicitly require coordination with PKG-001.,ADVISORY,TASK_ESTIMATING
