Src,Dst,DependencyID,Direction,FromDeliverableID,TargetDeliverableID,Evidence,Statement
DEL-001-01,DEL-004-01,DEP-004-01-E01,UPSTREAM,DEL-004-01,DEL-001-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-004_Electrical Design/1_Working/DEL-004-01_Preliminary-Design/Dependencies.csv:5,Architectural preliminary layout needed to confirm room dimensions and panel space allocation and overhead door locations for circuit planning
DEL-001-01,DEL-009-01,DEP-009-01-005,UPSTREAM,DEL-009-01,DEL-001-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-009_Permitting & Regulatory Compliance/1_Working/DEL-009-01_Development-Permit/Dependencies.csv:6,Preliminary architectural design must be advanced enough to support permit application with site plan and building information
DEL-001-02,DEL-001-04,DEP-001-04-E05,UPSTREAM,DEL-001-04,DEL-001-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-001_Architectural Design/1_Working/DEL-001-04_Building-Sections/Dependencies.csv:9,Confirmed plan dimensions from floor plans must exist before sections are finalized; section cut marks must match floor plan.
DEL-001-02,DEL-001-08,DEP-001-08-E02,UPSTREAM,DEL-001-08,DEL-001-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-001_Architectural Design/1_Working/DEL-001-08_Finish-Schedule/Dependencies.csv:6,Confirmed floor plan room layout and room IDs from DEL-001-02 are a required input before Finish Schedule production can begin.
DEL-001-02,DEL-002-08,DEP-002-08-E06,UPSTREAM,DEL-002-08,DEL-001-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-002_Structural Design/1_Working/DEL-002-08_Embedment-Plan/Dependencies.csv:10,Architectural floor plan required to establish column grid and bay dimensions for dimensioned plate layout
DEL-001-02,DEL-002-09,DEP-002-09-E07,UPSTREAM,DEL-002-09,DEL-001-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-002_Structural Design/1_Working/DEL-002-09_Stair-Details/Dependencies.csv:11,Required input: confirm stair location and stair clear width and architectural intent
DEL-001-02,DEL-003-02,DEP-003-02-005,UPSTREAM,DEL-003-02,DEL-001-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-003_Mechanical Design/1_Working/DEL-003-02_HVAC-Plans/Dependencies.csv:8,Architectural floor plans required as base drawing for HVAC layout (room dimensions door locations structural grid)
DEL-001-02,DEL-003-07,DEP-003-07-006,UPSTREAM,DEL-003-07,DEL-001-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-003_Mechanical Design/1_Working/DEL-003-07_Specification/Dependencies.csv:7,DEL-003-07 requires final architectural floor plans before finalizing equipment placement and spatial coordination
DEL-001-02,DEL-004-03,DEP-004-03-E03,UPSTREAM,DEL-004-03,DEL-001-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-004_Electrical Design/1_Working/DEL-004-03_Power-Plans/Dependencies.csv:8,Required for spatial coordination and as drawing underlay for power plan sheets
DEL-001-02,DEL-004-04,DEP-004-04-006,UPSTREAM,DEL-004-04,DEL-001-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-004_Electrical Design/1_Working/DEL-004-04_Lighting-Plans/Dependencies.csv:7,Architectural floor plans (DEL-001-02) required for drawing background and dimension confirmation
DEL-001-02,DEL-004-05,DEP-004-05-005,UPSTREAM,DEL-004-05,DEL-001-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-004_Electrical Design/1_Working/DEL-004-05_Receptacle-Plans/Dependencies.csv:6,DEL-004-05 requires dimensioned architectural floor plan base from DEL-001-02 before receptacle layout can be produced
DEL-001-02,DEL-004-07,DEP-004-07-008,UPSTREAM,DEL-004-07,DEL-001-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-004_Electrical Design/1_Working/DEL-004-07_Low-Voltage-Plans/Dependencies.csv:9,Architectural Floor Plans required for coordination of low-voltage wiring routes with wall/partition layouts
DEL-001-02,DEL-006-04,DEP-006-04-006,UPSTREAM,DEL-006-04,DEL-001-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-006_Plumbing Design/1_Working/DEL-006-04_Cistern-Pump-Details/Dependencies.csv:7,DEL-006-04 requires architectural floor plans (DEL-001-02) for spatial coordination of utility room and building layout
DEL-001-02,DEL-006-06,DEP-006-06-004,UPSTREAM,DEL-006-06,DEL-001-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-006_Plumbing Design/1_Working/DEL-006-06_Fixture-Schedule/Dependencies.csv:5,Architectural floor plans required before fixture schedule production; room layouts define fixture locations
DEL-001-02,DEL-006-07,DEP-006-07-005,UPSTREAM,DEL-006-07,DEL-001-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-006_Plumbing Design/1_Working/DEL-006-07_Calculation-Package/Dependencies.csv:6,DEL-006-07 requires preliminary architectural floor plan (room dimensions; occupancy) for occupancy-based fixture counts
DEL-001-02,DEL-006-08,DEP-006-08-006,UPSTREAM,DEL-006-08,DEL-001-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-006_Plumbing Design/1_Working/DEL-006-08_Specification/Dependencies.csv:7,DEL-006-08 requires architectural floor plan issued for plumbing coordination -- confirms washroom/locker room/wash station layouts and drain rough-in locations
DEL-001-02,DEL-011-01,DEP-011-01-E02,UPSTREAM,DEL-011-01,DEL-001-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-011_Building Structure & Envelope/1_Working/DEL-011-01_Superstructure/Dependencies.csv:6,Architectural IFC drawings issued and coordinated with structural drawings including door/window schedule and renovation plans
DEL-001-02,DEL-011-03,DEP-011-03-013,UPSTREAM,DEL-011-03,DEL-001-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-011_Building Structure & Envelope/1_Working/DEL-011-03_Repair-Bays/Dependencies.csv:14,IFC architectural floor plans required for bay dimension confirmation
DEL-001-02,DEL-012-03,DEP-012-03-004,UPSTREAM,DEL-012-03,DEL-001-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-012_Interior Construction & Fit-Out/1_Working/DEL-012-03_Office/Dependencies.csv:5,IFC Architectural Drawings approved and P.Eng.-stamped required before construction
DEL-001-07,DEL-011-03,DEP-011-03-014,UPSTREAM,DEL-011-03,DEL-001-07,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-011_Building Structure & Envelope/1_Working/DEL-011-03_Repair-Bays/Dependencies.csv:15,IFC door schedule required for overhead door procurement
DEL-001-07,DEL-011-04,DEP-011-04-003,UPSTREAM,DEL-011-04,DEL-001-07,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-011_Building Structure & Envelope/1_Working/DEL-011-04_Doors-Entrances/Dependencies.csv:4,IFC Door & Window Schedule must be issued before procurement and installation of entrance/exit doors can proceed
DEL-001-08,DEL-012-01,DEP-012-01-E011,UPSTREAM,DEL-012-01,DEL-001-08,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-012_Interior Construction & Fit-Out/1_Working/DEL-012-01_Parts-Room/Dependencies.csv:14,Finish schedule (DEL-001-08) must be approved before floor/wall/ceiling finishes can be applied
DEL-001-09,DEL-001-10,DEP-001-10-E02,UPSTREAM,DEL-001-10,DEL-001-09,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-001_Architectural Design/1_Working/DEL-001-10_Renovation-Plans/Dependencies.csv:6,Renovation plans must be predicated on post-demolition conditions documented in DEL-001-09. DEL-001-09 is the predecessor demolition document.
DEL-001-09,DEL-017-01,DEP-017-01-005,UPSTREAM,DEL-017-01,DEL-001-09,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-017_Existing Building Renovation (Old North Shop)/1_Working/DEL-017-01_Kitchenette-Reno/Dependencies.csv:6,IFC demolition drawings from Architect required before construction; part of DESIGN-001 prerequisite
DEL-001-09,DEL-017-03,DEP-017-03-013,UPSTREAM,DEL-017-03,DEL-001-09,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-017_Existing Building Renovation (Old North Shop)/1_Working/DEL-017-03_Washroom-Reno/Dependencies.csv:14,Demolition Plans (DEL-001-09) must be issued and approved before demolition phase
DEL-001-10,DEL-006-06,DEP-006-06-005,UPSTREAM,DEL-006-06,DEL-001-10,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-006_Plumbing Design/1_Working/DEL-006-06_Fixture-Schedule/Dependencies.csv:6,Architectural renovation plans required for Old North Shop fixture scope (washroom/urinal/laundry)
DEL-001-10,DEL-017-01,DEP-017-01-006,UPSTREAM,DEL-017-01,DEL-001-10,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-017_Existing Building Renovation (Old North Shop)/1_Working/DEL-017-01_Kitchenette-Reno/Dependencies.csv:7,IFC renovation drawings from Architect required before construction; part of DESIGN-001 prerequisite
DEL-001-10,DEL-017-03,DEP-017-03-011,UPSTREAM,DEL-017-03,DEL-001-10,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-017_Existing Building Renovation (Old North Shop)/1_Working/DEL-017-03_Washroom-Reno/Dependencies.csv:12,IFC Renovation Plans (DEL-001-10) must be P.Eng.-stamped and issued before construction
DEL-001-10,DEL-017-04,DEP-017-04-004,UPSTREAM,DEL-017-04,DEL-001-10,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-017_Existing Building Renovation (Old North Shop)/1_Working/DEL-017-04_Locker-Room/Dependencies.csv:5,IFC Architectural/Renovation Drawings for Old North Shop must include locker room layout; P.Eng.-stamped
DEL-001-11,DEL-011-04,DEP-011-04-004,UPSTREAM,DEL-011-04,DEL-001-11,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-011_Building Structure & Envelope/1_Working/DEL-011-04_Doors-Entrances/Dependencies.csv:5,IFC Architectural Specification must be issued before procurement and installation; governs materials and installation requirements
DEL-002-01,DEL-002-02,DEP-002-02-E01,UPSTREAM,DEL-002-02,DEL-002-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-002_Structural Design/1_Working/DEL-002-02_Foundation-Plan/Dependencies.csv:7,County approval of DEL-002-01 (Preliminary Structural Design) required before Foundation Plan IFC issue
DEL-002-01,DEL-002-03,DEP-002-03-E01,UPSTREAM,DEL-002-03,DEL-002-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-002_Structural Design/1_Working/DEL-002-03_Framing-Plans/Dependencies.csv:5,County approval of preliminary structural design required before IFC drawing production per R-01 s3.3.2
DEL-002-01,DEL-002-04,DEP-002-04-E01,UPSTREAM,DEL-002-04,DEL-002-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-002_Structural Design/1_Working/DEL-002-04_Structural-Sections/Dependencies.csv:5,County approval of DEL-002-01 required before final design commences (R-01 §3.3.2)
DEL-002-01,DEL-002-07,DEP-002-07-E04,UPSTREAM,DEL-002-07,DEL-002-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-002_Structural Design/1_Working/DEL-002-07_Crane-Support-Details/Dependencies.csv:8,County approval of preliminary structural design must be obtained before final IFC crane support drawings are issued
DEL-002-01,DEL-002-11,DEP-002-11-E02,UPSTREAM,DEL-002-11,DEL-002-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-002_Structural Design/1_Working/DEL-002-11_Foundation-Design/Dependencies.csv:6,Preliminary Structural Design must receive County project team approval before IFC foundation documents are finalized
DEL-002-01,DEL-009-01,DEP-009-01-006,UPSTREAM,DEL-009-01,DEL-002-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-009_Permitting & Regulatory Compliance/1_Working/DEL-009-01_Development-Permit/Dependencies.csv:7,Preliminary structural design required for permit application
DEL-002-02,DEL-006-04,DEP-006-04-007,UPSTREAM,DEL-006-04,DEL-002-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-006_Plumbing Design/1_Working/DEL-006-04_Cistern-Pump-Details/Dependencies.csv:8,DEL-006-04 requires structural design (DEL-002) to confirm cistern installation type and structural loads
DEL-002-02,DEL-006-08,DEP-006-08-007,UPSTREAM,DEL-006-08,DEL-002-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-006_Plumbing Design/1_Working/DEL-006-08_Specification/Dependencies.csv:8,DEL-006-08 requires structural drawings issued for plumbing coordination -- confirms slab penetrations / cistern support / sump pit construction / roof penetrations for vent system
DEL-002-02,DEL-010-01,DEP-010-01-E03,UPSTREAM,DEL-010-01,DEL-002-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-010_Foundation Construction/1_Working/DEL-010-01_Foundation-Construction/Dependencies.csv:8,Cannot construct foundation without Foundation Plan (DEL-002-02) issued for construction and P.Eng.-stamped
DEL-002-02,DEL-011-01,DEP-011-01-E01,UPSTREAM,DEL-011-01,DEL-002-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-011_Building Structure & Envelope/1_Working/DEL-011-01_Superstructure/Dependencies.csv:5,Structural IFC drawings must be complete P.Eng.-stamped and issued before construction commences
DEL-002-03,DEL-002-05,DEP-002-05-E01,UPSTREAM,DEL-002-05,DEL-002-03,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-002_Structural Design/1_Working/DEL-002-05_Mezzanine-Details/Dependencies.csv:8,Mezzanine framing must align with overall building framing grid; building grid required before column layout (F-003 readiness check)
DEL-002-03,DEL-002-09,DEP-002-09-E02,UPSTREAM,DEL-002-09,DEL-002-03,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-002_Structural Design/1_Working/DEL-002-09_Stair-Details/Dependencies.csv:6,Required input: overall structural grid and slab layout needed to locate stair base
DEL-002-03,DEL-003-02,DEP-003-02-006,UPSTREAM,DEL-003-02,DEL-002-03,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-003_Mechanical Design/1_Working/DEL-003-02_HVAC-Plans/Dependencies.csv:9,Structural framing plans required to confirm crane clearances and equipment support locations and roof penetration feasibility
DEL-002-03,DEL-004-07,DEP-004-07-009,UPSTREAM,DEL-004-07,DEL-002-03,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-004_Electrical Design/1_Working/DEL-004-07_Low-Voltage-Plans/Dependencies.csv:10,Structural drawings required for concrete structure penetration locations and conduit routing
DEL-002-03,DEL-011-03,DEP-011-03-009,UPSTREAM,DEL-011-03,DEL-002-03,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-011_Building Structure & Envelope/1_Working/DEL-011-03_Repair-Bays/Dependencies.csv:10,IFC structural framing plans required before construction of repair bay scope
DEL-002-03,DEL-013-06,DEP-013-06-E01,UPSTREAM,DEL-013-06,DEL-002-03,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-013_Mechanical & HVAC Installation/1_Working/DEL-013-06_Ceiling-Fans/Dependencies.csv:5,IFC Structural drawings showing ceiling beam/purlin locations and load capacities required for fan layout design (Step 3) and structural approval (Step 3.2 HOLD POINT)
DEL-002-04,DEL-011-03,DEP-011-03-010,UPSTREAM,DEL-011-03,DEL-002-04,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-011_Building Structure & Envelope/1_Working/DEL-011-03_Repair-Bays/Dependencies.csv:11,IFC structural sections and details required for door frame and bay construction
DEL-002-05,DEL-001-04,DEP-001-04-E06,UPSTREAM,DEL-001-04,DEL-002-05,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-001_Architectural Design/1_Working/DEL-001-04_Building-Sections/Dependencies.csv:10,Mezzanine framing elevation and depth required from structural engineer before mezzanine section is finalized.
DEL-002-05,DEL-002-09,DEP-002-09-E01,UPSTREAM,DEL-002-09,DEL-002-05,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-002_Structural Design/1_Working/DEL-002-09_Stair-Details/Dependencies.csv:5,Required input: mezzanine top landing elevation and framing layout needed before stair detailing can establish connection interface and load path
DEL-002-05,DEL-011-07,DEP-011-07-008,UPSTREAM,DEL-011-07,DEL-002-05,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-011_Building Structure & Envelope/1_Working/DEL-011-07_Mezzanine/Dependencies.csv:9,P.Eng.-stamped IFC structural drawings for mezzanine framing must be on site and approved before construction
DEL-002-05,DEL-012-01,DEP-012-01-E018,UPSTREAM,DEL-012-01,DEL-002-05,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-012_Interior Construction & Fit-Out/1_Working/DEL-012-01_Parts-Room/Dependencies.csv:21,IFC Structural drawings confirming mezzanine load path and partition interface required before partition construction
DEL-002-06,DEL-001-04,DEP-001-04-E03,UPSTREAM,DEL-001-04,DEL-002-06,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-001_Architectural Design/1_Working/DEL-001-04_Building-Sections/Dependencies.csv:7,Service pit depth and structural details required from structural engineer before pit section is finalized.
DEL-002-06,DEL-003-04,DEP-003-04-013,UPSTREAM,DEL-003-04,DEL-002-06,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-003_Mechanical Design/1_Working/DEL-003-04_Exhaust-Plans/Dependencies.csv:14,Service pit dimensions required for ventilation design
DEL-002-06,DEL-011-06,DEP-011-06-E01,UPSTREAM,DEL-011-06,DEL-002-06,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-011_Building Structure & Envelope/1_Working/DEL-011-06_Service-Pit/Dependencies.csv:4,IFC structural drawings (DEL-002-06) must be issued for construction and approved before any pit construction work commences. This is the primary design input governing all dimensions and structural details.
DEL-002-07,DEL-001-04,DEP-001-04-E07,UPSTREAM,DEL-001-04,DEL-002-07,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-001_Architectural Design/1_Working/DEL-001-04_Building-Sections/Dependencies.csv:11,Crane runway beam elevations required from structural engineer before crane clearance sections are finalized.
DEL-002-07,DEL-016-01,DEP-016-01-E01,UPSTREAM,DEL-016-01,DEL-002-07,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-016_Crane & Lifting Equipment/1_Working/DEL-016-01_Overhead-Cranes/Dependencies.csv:6,Structural crane runway must be installed and inspected before crane installation can proceed. Crane runway beams and structural supports are provided by PKG-011 / DEL-002-07.
DEL-002-08,DEL-011-02,DEP-011-02-003,UPSTREAM,DEL-011-02,DEL-002-08,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-011_Building Structure & Envelope/1_Working/DEL-011-02_Steel-Embedments/Dependencies.csv:4,IFC structural drawings (DEL-002-08) must be issued by structural engineer before installation commences
DEL-002-08,DEL-011-05,DEP-011-05-E03,UPSTREAM,DEL-011-05,DEL-002-08,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-011_Building Structure & Envelope/1_Working/DEL-011-05_Wash-Bay-Enclosure/Dependencies.csv:6,Steel plate embedment plan (DEL-002-08) must be issued and reviewed before wash bay floor pour proceeds — governs plate size thickness material grade and anchor specifications
DEL-002-09,DEL-011-07,DEP-011-07-009,UPSTREAM,DEL-011-07,DEL-002-09,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-011_Building Structure & Envelope/1_Working/DEL-011-07_Mezzanine/Dependencies.csv:10,P.Eng.-stamped IFC structural drawings for stairs must be on site and approved before construction
DEL-002-10,DEL-011-01,DEP-011-01-E06,UPSTREAM,DEL-011-01,DEL-002-10,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-011_Building Structure & Envelope/1_Working/DEL-011-01_Superstructure/Dependencies.csv:10,Minimum concrete compressive strength (f'c) must be specified by Structural Engineer of Record in DEL-002-10
DEL-002-10,DEL-011-02,DEP-011-02-005,UPSTREAM,DEL-011-02,DEL-002-10,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-011_Building Structure & Envelope/1_Working/DEL-011-02_Steel-Embedments/Dependencies.csv:6,DEL-002-10 must be issued for design load values and load rating basis
DEL-002-11,DEL-010-01,DEP-010-01-E02,UPSTREAM,DEL-010-01,DEL-002-11,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-010_Foundation Construction/1_Working/DEL-010-01_Foundation-Construction/Dependencies.csv:7,Cannot construct foundation without approved Foundation Design Package (DEL-002-11) issued for construction
DEL-002-12,DEL-011-02,DEP-011-02-004,UPSTREAM,DEL-011-02,DEL-002-12,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-011_Building Structure & Envelope/1_Working/DEL-011-02_Steel-Embedments/Dependencies.csv:5,DEL-002-12 must be issued and reviewed for material grades and welding/anchorage standards and installer qualifications
DEL-002-12,DEL-011-07,DEP-011-07-011,UPSTREAM,DEL-011-07,DEL-002-12,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-011_Building Structure & Envelope/1_Working/DEL-011-07_Mezzanine/Dependencies.csv:12,Structural specification required for framing tolerances and concrete cure criteria
DEL-003-01,DEL-003-02,DEP-003-02-004,UPSTREAM,DEL-003-02,DEL-003-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-003_Mechanical Design/1_Working/DEL-003-02_HVAC-Plans/Dependencies.csv:7,Approved preliminary design (DEL-003-01) required before IFC layout production; County approval must be received
DEL-003-01,DEL-003-03,DEP-003-03-005,UPSTREAM,DEL-003-03,DEL-003-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-003_Mechanical Design/1_Working/DEL-003-03_Ductwork-Plans/Dependencies.csv:6,County approval of DEL-003-01 (Preliminary Mechanical Design) is mandatory before IFC issuance of DEL-003-03
